"docid" "Reference"
"55921a40e138236ee2217e7b" "Fedikow, M.A.F.; Amor, S.D., 1990, Evaluation of a mercury-vapour detection system in base- and precious-metal exploration, northern Manitoba, Journal of Geochemical Exploration, 38, 3, 351--374, 10.1016/0375-6742(90)90118-T"
"55bb4606e1382373b63b8ca6" "Seewald, Jeffrey S.; Benitez-Nelson, Bryan C.; Whelan, Jean K., 1998, Laboratory and theoretical constraints on the generation and composition of natural gas, Geochimica et Cosmochimica Acta, 62, 9, 1599--1617, 10.1016/S0016-7037(98)00000-3"
"5c63dcd81faed6554895b32d" "Work, David M.; Mason, Charles E., 2004, Mississippian (late Osagean) ammonoids from the New Providence Shale Member of the Borden Formation, north-central Kentucky, Journal of Paleontology, 78, 06, 1128--1137, 10.1017/S0022336000043936"
"5582cb60e1382390b43c9504" "Ruppert, Leslie F; Tewalt, Susan J; Bragg, Linda J; Wallack, Rachel N, 1999, A digital resource model of the Upper Pennsylvanian Pittsburgh coal bed, Monongahela Group, northern Appalachian basin coal region, USA, International Journal of Coal Geology, 41, 1-2, 3--24, 10.1016/S0166-5162(99)00009-9"
"5a2bec87cf58f1362cab15d4" "Selvaraja, Vikraman; Fiorentini, Marco. L.; Jeon, Heejin; Savard, Dany D.; LaFlamme, Crystal K.; Guagliardo, Paul; Caruso, Stefano; Bui, Thi-Hao, 2017, Evidence of local sourcing of sulfur and gold in an Archaean sediment-hosted gold deposit, Ore Geology Reviews, 89, , 909--930, 10.1016/j.oregeorev.2017.07.021"
"5d509e6f0b45c76cafa47ef8" "Goldfarb, Richard J.; Marsh, Erin E.; Hart, Craig J.R.; Mair, John L.; Miller, Marti L.; Johnson, Craig, 2007, Geology and origin of epigenetic lode gold deposits, Tintina Gold Province, Alaska and Yukon: Chapter A in <i>Recent U.S. Geological Survey studies in the Tintina Gold Province, Alaska, United States, and Yukon, Canada--results of a 5-year project</i>, Scientific Investigations Report, , , , 10.3133/sir20075289A"
"57333e69cf58f1105d96e509" "Alexander J. Beveridge, 1960, Heavy Minerals in Lower Tertiary Formations in the Santa Cruz Mountains, California, SEPM Journal of Sedimentary Research, Vol. 30, , , 10.1306/74d70a8d-2b21-11d7-8648000102c1865d"
"575047a9cf58f179774dae2f" "Symons, D. T. A., 1967, PALEOMAGNETISM OF PRECAMBRIAN ROCKS NEAR COBALT, ONTARIO, Canadian Journal of Earth Sciences, 4, 6, 1161--1169, 10.1139/e67-078"
"559876ade1382390cc640db4" "Spry, Paul G.; Plimer, Ian R.; Teale, Graham S., 2008, Did the giant Broken Hill (Australia) Zn–Pb–Ag deposit melt?, Ore Geology Reviews, 34, 3, 223--241, 10.1016/j.oregeorev.2007.11.001"
"5752ddbdcf58f1b35421a72b" "Grattan-Bellew, P. E.; Eden, W. J., 1975, Concrete Deterioration and Floor Heave Due to Biogeochemical Weathering of Underlying Shale, Canadian Geotechnical Journal, 12, 3, 372--378, 10.1139/t75-041"
"557f5572e13823bc80ba267e" "Church, S. E.; Riehle, J. R.; Goldfarb, R. J., 1994, Interpretation of exploration geochemical data for the Mount Katmai Quadrangle and adjacent parts of the Afognak and Naknek quadrangles, Alaska, Bulletin, , , , "
"58bc2f08cf58f111b66fef7f" "Chapman, Rob; Mileham, Tom; Allan, Murray; Mortensen, Jim, 2017, A distinctive Pd-Hg signature in detrital gold derived from alkalic Cu-Au porphyry systems, Ore Geology Reviews, , , 84--102, 10.1016/j.oregeorev.2016.12.015"
"54b4327de138239d868530ae" "Zhang, Mei; Konishi, Hiromi; Xu, Huifang; Sun, Xiaoming; Lu, Hongfeng; Wu, Daidai; Wu, Nengyou, 2014, Morphology and formation mechanism of pyrite induced by the anaerobic oxidation of methane from the continental slope of the NE South China Sea, Journal of Asian Earth Sciences, , , 293--301, 10.1016/j.jseaes.2014.05.004"
"5900cb39cf58f164f64aff1f" "Martindale, J.; Hagemann, S.; Huston, D.; Danyushevsky, L., 2014, Integrated stratigraphic–structural–hydrothermal alteration and mineralisation model for the Kangaroo Caves zinc–copper deposit, Western Australia, Australian Journal of Earth Sciences, 61, 1, 159--185, 10.1080/08120099.2014.879071"
"55a54dffe13823757cc6f51c" "Hoover, D.L.; Morrison, J.N., 1980, Geology of the Syncline Ridge area related to nuclear waste disposal, Nevada Test Site, Nye County, Nevada, Open-File Report, , , , 10.3133/ofr80942"
"5733c8b1cf58f1278eb65321" "John K. Adams, 1963, Petrology and Origin of the Lower Tertiary Formations of New Jersey, SEPM Journal of Sedimentary Research, Vol. 33, , , 10.1306/74d70ec5-2b21-11d7-8648000102c1865d"
"58bc2f1ecf58f111b66fef93" "Ward, Josephine; Mavrogenes, John; Murray, Amberley; Holden, Peter, 2017, Trace element and sulfur isotopic evidence for redox changes during formation of the Wallaby Gold Deposit, Western Australia, Ore Geology Reviews, , , 31--48, 10.1016/j.oregeorev.2016.11.011"
"54e334fbe138237cc914f7e8" "Hurtgen, Matthew T.; Pruss, Sara B.; Knoll, Andrew H., 2009, Evaluating the relationship between the carbon and sulfur cycles in the later Cambrian ocean: An example from the Port au Port Group, western Newfoundland, Canada, Earth and Planetary Science Letters, 281, 3-4, 288--297, 10.1016/j.epsl.2009.02.033"
"57104e6acf58f13a3d4eac13" "Orr, P. J.; Briggs, D. E.G.; Kearns, S. L., 2008, Taphonomy of Exceptionally Preserved Crustaceans from the Upper Carboniferous of Southeastern Ireland, PALAIOS, 23, 5, 298--312, 10.2110/palo.2007.p07-015r"
"54b43288e138239d86855088" "Mukherji, K.K.; Young, G.M., 1973, Diagenesis of the black river (middle ordovician) limestones in Southern Ontario, Canada, Sedimentary Geology, 9, 1, 21--51, 10.1016/0037-0738(73)90013-4"
"55981984e1382390cc640bba" "Foster, Clinton B.; Robbins, Eleanora I.; Bone, Yvonne, 1990, Organic tissues, graphite, and hydrocarbons in host rocks of the Rum Jungle Uranium Field, northern Australia, Ore Geology Reviews, 5, 5-6, 509--523, 10.1016/0169-1368(90)90050-W"
"5583054be1382390b43c963d" "Potter, J.; Richards, B.C.; Cameron, A.R., 1993, The petrology and origin of coals from the lower Carboniferous Mattson formation, southwestern district of Mackenzie, Canada, International Journal of Coal Geology, 24, 1-4, 113--140, 10.1016/0166-5162(93)90007-W"
"54b4328de138239d86855dca" "Weibel, R; Friis, H, 2004, Opaque minerals as keys for distinguishing oxidising and reducing diagenetic conditions in the Lower Triassic Bunter Sandstone, North German Basin, Sedimentary Geology, 169, 3-4, 129--149, 10.1016/j.sedgeo.2004.05.004"
"58d27ca7cf58f121bb4ff754" "McGowran, Brian, 1989, The later Eocene transgressions in southern Australia, Alcheringa: An Australasian Journal of Palaeontology, 13, 1, 45--68, 10.1080/03115518908619125"
"55932c12e138236ee22182f3" "Boyle, R.W.; Jonasson, I.R., 1973, The geochemistry of arsenic and its use as an indicator element in geochemical prospecting, Journal of Geochemical Exploration, 2, 3, 251--296, 10.1016/0375-6742(73)90003-4"
"5d504a4d0b45c76cafa474ea" "Ackerman, D.J., 1996, Hydrology of the Mississippi River valley alluvial aquifer, south-central United States, Professional Paper, , , , 10.3133/pp1416D"
"5d504a4d0b45c76cafa474e1" "Hosman, R.L., 1996, Regional stratigraphy and subsurface geology of Cenozoic deposits, Gulf Coastal Plain, south-central United States, Professional Paper, , , , 10.3133/pp1416G"
"5d504a4d0b45c76cafa474e2" "Sims, P.K.; Carter, L.M.H., 1996, Archean and Proterozoic geology of the Lake Superior region, U.S.A., 1993, Professional Paper, , , , 10.3133/pp1556"
"54b5440be138239571b90a6c" "Wignall, P.B; Newton, R, 2001, Black shales on the basin margin: a model based on examples from the Upper Jurassic of the Boulonnais, northern France, Sedimentary Geology, 144, 3-4, 335--356, 10.1016/S0037-0738(01)00125-7"
"55a7588de13823757cc6ff63" "Haeussler, P. J.; Bradley, D. C., 1993, Map and compilation of structural data from lode-gold mineral occurrences in the Chugach-Prince William Terrane of Southern Alaska, Open-File Report, , , , "
"55a6eee5e13823757cc6fca5" "compiled by Dickerson, R. P., 1986, Mineral resource potential of National Forest RARE II and wilderness areas in Colorado, Open-File Report, , , , "
"558df9fde13823109f3ee08f" "Sable, Edward G., 1977, Geology of the western Romanzof Mountains, Brooks Range, northeastern Alaska, Professional Paper, , , , "
"54b43275e138239d86851a72" "Grandstaff, D.E., 1980, Origin of uraniferous conglomerates at Elliot Lake, Canada and Witwatersrand, South Africa: Implications for oxygen in the Precambrian atmosphere, Precambrian Research, 13, 1, 1--26, 10.1016/0301-9268(80)90056-X"
"55a3ee83e13823757cc6f06f" "Leventhal, Joel S.; Bethke, Philip Martin, 2001, Carbon-sulfur plots and degree of pyritization determinations to show diagenetic and epigenetic sulfidation in Creede caldera cores, Open-File Report, , , , 10.3133/ofr94260K"
"558e1d00e13823109f3ee162" "Chafin, Daniel T.; Banta, Edward R., 1999, Migration and geochemical evolution of ground water affected by uranium-mill effluent near Canon City, Colorado, Water-Resources Investigations Report, , , , 10.3133/wri984228"
"54bf7d94e13823023e43de15" "Brothers, L.A.; Engel, M.H.; Elmore, R.D., 1996, The late diagenetic conversion of pyrite to magnetite by organically complexed ferric iron, Chemical Geology, 130, 1-2, 1--14, 10.1016/0009-2541(96)00007-1"
"54ea2d2ee138237cc91514f4" "Swift, Andrew, 1995, A review of the nature and outcrop of the ‘White Lias’ facies of the Langport Member (Penarth Group: Upper Triassic) in Britain, Proceedings of the Geologists' Association, 106, 4, 247--258, 10.1016/S0016-7878(08)80236-2"
"5750409acf58f176f9ef46ba" "Jackson, G. D.; Taylor, F. C., 1972, Correlation of Major Aphebian Rock Units in the Northeastern Canadian Shield, Canadian Journal of Earth Sciences, 9, 12, 1650--1669, 10.1139/e72-146"
"55b79ea8e13823bd29ba82af" "Thorman, Charles H.; Drewes, Harald; Lane Michael E., 1981, Mineral resources of the Rincon wilderness study area, Pima County, Arizona, Bulletin, , , , "
"55adf163e13823763a830873" "Owens, J. P.; Sugarman, P. J.; Sohl, N. F.; Orndorff, R. C., 1995, Geological map of New Jersey; southern sheet, Open-File Report, , , , "
"54b43287e138239d86854dee" "Mudge, David C.; Copestake, Philip, 1992, Lower Palaeogene stratigraphy of the northern North Sea, Marine and Petroleum Geology, 9, 3, 287--301, 10.1016/0264-8172(92)90077-R"
"55b720ede13823bd29ba7f95" "Bell, Henry, 1976, Geochemical reconnaissance using heavy minerals from small streams in central South Carolina, Bulletin, , , , "
"5569446ae1382382d70cfaba" "Schieber, Juergen, 2007, Oxidation of detrital pyrite as a cause for Marcasite Formation in marine lag deposits from the Devonian of the eastern US, Deep Sea Research Part II: Topical Studies in Oceanography, 54, 11-13, 1312--1326, 10.1016/j.dsr2.2007.04.005"
"54b4328ae138239d868554dc" "Young, Grant M., 1988, Proterozoic plate tectonics, glaciation and iron-formations, Sedimentary Geology, 58, 2-4, 127--144, 10.1016/0037-0738(88)90066-8"
"58d08221cf58f14fe0eb5062" "Compston, D. M.; McDougall, I., 1994, 40 Ar‐ 39 Ar and K‐Ar age constraints on the Early Proterozoic Tennant Creek Block, northern Australia, and the age of its gold deposits∗, Australian Journal of Earth Sciences, 41, 6, 609--616, 10.1080/08120099408728171"
"5783bea5cf58f17b7b64419b" "Hurd, Gregory S.; Kerans, Charles; Fullmer, Shawn; Janson, Xavier, 2016, Large-Scale Inflections in Slope Angle Below the Shelf Break: A First Order Control On the Stratigraphic Architecture of Carbonate Slopes: Cutoff Formation, Guadalupe Mountains National Park, West Texas, U.S.A., Journal of Sedimentary Research, 86, 4, 336--362, 10.2110/jsr.2016.25"
"58bc4b51cf58f11c908d09e2" "López, Liliana; Lo Mónaco, Salvador, 2017, Vanadium, nickel and sulfur in crude oils and source rocks and their relationship with biomarkers: Implications for the origin of crude oils in Venezuelan basins, Organic Geochemistry, , , 53--68, 10.1016/j.orggeochem.2016.11.007"
"55b3b803e138231cbdd6d362" "Hansen, Wallace R., 1965, Geology of the Flaming Gorge area, Utah-Colorado-Wyoming, Professional Paper, , , , 10.3133/pp490"
"5590eb5fe13823109f3ef2dd" "Ericksen, George Edward; Patterson, S. H.; Dunn, M. L., Jr.; Harrison, D. K., 1983, Mineral resources of the Caney Creek Wilderness, Polk County, Arkansas, Bulletin, , , , "
"55800244e13823bc80ba2963" "Tuttle, M. L., 1987, Sulfur compound, organic-carbon, carbonate-carbon, iron, and mineral composition data on samples from the Green River Formation, Wyoming, Colorado and Utah, Open-File Report, , , , "
"5503aa1fe1382326932d8162" "Jáger, Viktor; Molnár, Ferenc; Buchs, David; Koděra, Peter, 2012, The connection between iron ore formations and “mud-shrimp” colonizations around sunken wood debris and hydrothermal sediments in a Lower Cretaceous continental rift basin, Mecsek Mts., Hungary, Earth-Science Reviews, 3-4, , 250--278, 10.1016/j.earscirev.2012.06.003"
"5a2ba632cf58f11b9d8ab9a8" "Faggetter, Luke E.; Wignall, Paul B.; Pruss, Sara B.; Newton, Robert J.; Sun, Yadong; Crowley, Stephen F., 2017, Trilobite extinctions, facies changes and the ROECE carbon isotope excursion at the Cambrian Series 2–3 boundary, Great Basin, western USA, Palaeogeography, Palaeoclimatology, Palaeoecology, 478, , 53--66, 10.1016/j.palaeo.2017.04.009"
"5d4ea46e0b45c76cafa444df" "Church, S.E.; Riehle, J.R.; Magoon, L.B.; Campbell, D.L., 1992, Mineral and energy resource assessment maps of the Mount Katmai, Naknek, and western Afognak quadrangles, Alaska, Miscellaneous Field Studies Map, , , , 10.3133/mf2021F"
"574fee99cf58f159df02874a" "Fletcher, Ian R.; Farquhar, R. M., 1977, Lead isotopes in the Grenville and adjacent Palaeozoic formations, Canadian Journal of Earth Sciences, 14, 1, 56--66, 10.1139/e77-006"
"5af05c0bcf58f12f5846a45d" "Wickard, 2016, Paragenesis of Mineralized Fractures and Diagenesis of Prominent North American Shales, The Sedimentary Record, 14, 4, 4--10, 10.2110/sedred.2016.4.4"
"5d4ea46e0b45c76cafa444d3" "Wilson, Frederic H.; Shew, Nora B., 1992, Map and tables showing geochronology and whole-rock geochemistry of selected samples, Ugashik and part of Karluk quadrangles, Alaska, Miscellaneous Field Studies Map, , , , 10.3133/mf1539E"
"579298a1cf58f1378c142c89" "Leckie, Dale A.; Kjarsgaard, B. A.; Bloch, John; McIntyre, David; McNeil, David; Stasiuk, Laverne; Heaman, Larry, 1997, Emplacement and reworking of Cretaceous, diamond-bearing, crater facies kimberlite of central Saskatchewan, Canada, Geological Society of America Bulletin, 109, 8, 1000--1020, 10.1130/0016-7606(1997)109<1000:earocd>2.3.co;2"
"57c1718acf58f15d8f9a23b3" "Gallagher, M.; Turner, E. C.; Kamber, B. S., 2015, In situ trace metal analysis of Neoarchaean - Ordovician shallow-marine microbial-carbonate-hosted pyrites, Geobiology, 13, 4, 316--339, 10.1111/gbi.12139"
"5748980acf58f1559aabfc54" "Dineley, D. L.; Williams, B. P. J., 1968, The Devonian continental rocks of the lower Restigouche River, Quebec, Canadian Journal of Earth Sciences, 5, 4, 945--953, 10.1139/e68-091"
"54ced4abe138236bcc92aa09" "Li, Weiqiang; Huberty, Jason M.; Beard, Brian L.; Kita, Noriko T.; Valley, John W.; Johnson, Clark M., 2013, Contrasting behavior of oxygen and iron isotopes in banded iron formations revealed by in situ isotopic analysis, Earth and Planetary Science Letters, , , 132--143, 10.1016/j.epsl.2013.10.014"
"5710dfadcf58f16d594faecb" "Bouch, J. E.; Hole, M. J.; Trewin, N. H.; Chenery, S.; Morton, A. C., 2002, Authigenic Apatite in a Fluvial Sandstone Sequence: Evidence for Rare-Earth Element Mobility During Diagenesis and a Tool for Diagenetic Correlation, Journal of Sedimentary Research, 72, 1, 59--67, 10.1306/040301720059"
"54d0272be13823b501cdbc75" "Michel, F.A., 1986, Hydrogeology of the central Mackenzie Valley, Journal of Hydrology, 85, 3-4, 379--405, 10.1016/0022-1694(86)90068-5"
"551852d3e1382394b500db24" "Wray, Robert A.L., 2009, Phreatic drainage conduits within quartz sandstone: Evidence from the Jurassic Precipice Sandstone, Carnarvon Range, Queensland, Australia, Geomorphology, 110, 3-4, 203--211, 10.1016/j.geomorph.2009.04.007"
"54b43288e138239d86854fba" "Hanor, Jeffrey S., 1994, Physical and chemical controls on the composition of waters in sedimentary basins, Marine and Petroleum Geology, 11, 1, 31--45, 10.1016/0264-8172(94)90007-8"
"55a613b8e13823757cc6f897" "Owens, J. P.; Sugarman, P. J.; Sohl, N. F.; Parker, R. A.; Houghton, H. F.; Volkert, R. A.; Drake, A. A., Jr.; Orndorff, R. C., 1995, Geologic map of New Jersey; central sheet, Open-File Report, , , , "
"55445601e138233dfd7d31b3" "Bargar, Keith E., 1991, Fluid inclusions and preliminary studies of hydrothermal alteration in core hole PLTG-1, Platanares geothermal area, Honduras, Journal of Volcanology and Geothermal Research, 45, 1-2, 147--160, 10.1016/0377-0273(91)90027-W"
"55b2ede5e138231cbdd6cf18" "Tweto, Ogden, 1987, Rock units of the Precambrian basement in Colorado, Professional Paper, , , , 10.3133/pp1321A"
"5783d13ecf58f17532e3f811" "Boucot, A. J., 1974, Why ‘Communities’?: Comment, Geol, 2, 4, 204, 10.1130/0091-7613(1974)2<204:wcc>2.0.co;2"
"579520a5cf58f125972118af" "Eichhubl, Peter; Boles, James R., 2000, Focused fluid flow along faults in the Monterey Formation, coastal California, Geological Society of America Bulletin, 112, 11, 1667--1679, 10.1130/0016-7606(2000)112<1667:fffafi>2.0.co;2"
"5734c829cf58f1511c232a84" "Jerome N. Namy, 1974, Early Diagenetic Chert in the Marble Falls Group (Pennsylvanian) of Central Texas, SEPM Journal of Sedimentary Research, Vol. 44, , , 10.1306/212f6c8f-2b24-11d7-8648000102c1865d"
"55b3ee49e138231cbdd6d49b" "White, D.E.; Thompson, G.A.; Sandberg, C.H., 1964, Rocks, structure, and geologic history of Steamboat Springs thermal area, Washoe County, Nevada, Professional Paper, , , , 10.3133/pp458B"
"5681ef30cf58f1ba274d4b97" "FINNEY, STANLEY C.; JACOBSON, STEPHEN R., 1985, Flotation devices in planktic graptolites, Lethaia, 18, 4, 349--359, 10.1111/j.1502-3931.1985.tb00715.x"
"56b52e08cf58f14c238d3216" "Loydell, David K., 1991, The biostratigraphy and formational relationships of the upper aeronian and lower telychian (llandovery, silurian) formations of western mid-wales, Geological Journal, 26, 3, 209--244, 10.1002/gj.3350260304"
"56831b48cf58f1479a0ab9f3" "VALLINI, DANIELA A.; RASMUSSEN, BIRGER; KRAPEŽ, BRYAN; FLETCHER, IAN R.; MCNAUGHTON, NEAL J., 2005, Microtextures, geochemistry and geochronology of authigenic xenotime: constraining the cementation history of a Palaeoproterozoic metasedimentary sequence, Sedimentology, 52, 1, 101--122, 10.1111/j.1365-3091.2004.00688.x"
"559d44f7e138230816dad75b" "Schneider, Gary B.; Hildebrand, Rick T.; Affolter, Ronald H., 1979, Geology, coal resources, and chemical analyses of coal from the Fruitland Formation, Kimbeto EMRIA study site, San Juan County, New Mexico, Open-File Report, , , , 10.3133/ofr791090"
"5791d4ddcf58f1a7c5f24aa7" "EDWARDS, DIANNE; AXE, LINDSEY, 2012, Evidence for a fungal affinity for Nematasketum, a close ally of Prototaxites, Botanical Journal of the Linnean Society, 168, 1, 1--18, 10.1111/j.1095-8339.2011.01195.x"
"57103a33cf58f1333875cfdc" "Bruner, Kathy R.; Walker-Milani, Margaret; Smosna, Richard, 2015, Lithofacies of the Devonian Marcellus Shale In the Eastern Appalachian Basin, U.S.A., Journal of Sedimentary Research, 85, 8, 937--954, 10.2110/jsr.2015.62"
"54e76e1ee138237cc915098f" "Lallier-Vergès, E.; Hayes, J.M.; Boussafir, M.; Zaback, D.A.; Tribovillard, N.P.; Connan, J.; Bertrand, P., 1997, Productivity-induced sulphur enrichment of hydrocarbon-rich sediments from the Kimmeridge Clay Formation, Chemical Geology, 134, 4, 277--288, 10.1016/S0009-2541(96)00093-9"
"58d06d43cf58f148974a92ac" "Nott, J. F.; Young, R. W.; Idnurm, M., 1991, Sedimentology, weathering, age and geomorphological significance of Tertiary sediments on the far south coast of New South Wales, Australian Journal of Earth Sciences, 38, 3, 357--373, 10.1080/08120099108727978"
"59071c69cf58f1768d8bbaa5" "Rosemeyer, Tom, 2001, Mineral Occurrences in the Leadville Limestone, Ouray County, Colorado, Rocks & Minerals, 76, 5, 332--346, 10.1080/00357520109603237"
"54dc1b71e138238a47f961f2" "Maclay, R.W.; Small, T.A., 1983, Hydrostratigraphic subdivisions and fault barriers of the Edwards aquifer, south-central Texas, U.S.A., Journal of Hydrology, 61, 1-3, 127--146, 10.1016/0022-1694(83)90239-1"
"55b7239ee13823bd29ba7fa7" "Smith, J. Fred, Jr., 1983, Paleozoic rocks in the Black Pine Mountains, Cassia County, Idaho, Bulletin, , , , "
"54b43286e138239d8685495f" "Goodarzi, F.; Nassichuk, W.W.; Snowdon, L.R.; Davies, G.R., 1987, Organic petrology and RockEval analysis of the Lower Carboniferous Emma Fiord Formation in Sverdrup Basin, Canadian Arctic Archipelago, Marine and Petroleum Geology, 4, 2, 132--145, 10.1016/0264-8172(87)90030-4"
"5907ef53cf58f105e3e3225b" "Ulrich, William, 1989, The Quartz Crystals of Herkimer County and its Environs, Rocks & Minerals, 64, 2, 108--122, 10.1080/00357529.1989.11761742"
"5a2bbb7fcf58f12196552375" "Lengger, Sabine K.; Melendez, Ines M.; Summons, Roger E.; Grice, Kliti, 2017, Mudstones and embedded concretions show differences in lithology-related, but not source-related biomarker distributions, Organic Geochemistry, 113, , 67--74, 10.1016/j.orggeochem.2017.08.003"
"55a7148de13823757cc6fda3" "Miesch, A.T.; Connor, J.J., 1990, Geochemical survey of the Sauk sequence of the Western United States, Open-File Report, , , , 10.3133/ofr90617"
"54b4324ae138239d8684a42b" "Gaines, Robert R.; Kennedy, Martin J.; Droser, Mary L., 2005, A new hypothesis for organic preservation of Burgess Shale taxa in the middle Cambrian Wheeler Formation, House Range, Utah, Palaeogeography, Palaeoclimatology, Palaeoecology, 220, 1-2, 193--205, 10.1016/j.palaeo.2004.07.034"
"57855680cf58f18cd4d37353" "Pavlides, Louis; Pojeta, John; Gordon, Mackenzie; Parsley, R. L.; Bobyarchick, A. R., 1980, New evidence for the age of the Quantico Formation of Virginia, Geol, 8, 6, 286, 10.1130/0091-7613(1980)8<286:neftao>2.0.co;2"
"5789eac1cf58f1a3f6457539" "WAVRA, C. S.; ISAACSON, P. F.; HALL, W. E., 1986, Studies of the Idaho black shale belt: Stratigraphy, depositional environment, and economic geology of the Permian Dollarhide Formation, Geol Soc America Bull, 97, 12, 1504, 10.1130/0016-7606(1986)97<1504:sotibs>2.0.co;2"
"5aba9c1acf58f138ea7265c3" "Abarghani, Arash; Ostadhassan, Mehdi; Gentzis, Thomas; Carvajal-Ortiz, Humberto; Bubach, Bailey, 2018, Organofacies study of the Bakken source rock in North Dakota, USA, based on organic petrology and geochemistry, International Journal of Coal Geology, 188, , 79--93, 10.1016/j.coal.2018.02.004"
"54b43270e138239d86850b82" "Mazumder, Rajat; Van Kranendonk, Martin J., 2013, Palaeoproterozoic terrestrial sedimentation in the Beasley River Quartzite, lower Wyloo Group, Western Australia, Precambrian Research, , , 98--105, 10.1016/j.precamres.2013.03.018"
"54cd0276e138236bcc92a268" "Halverson, Galen P.; Hurtgen, Matthew T., 2007, Ediacaran growth of the marine sulfate reservoir, Earth and Planetary Science Letters, 263, 1-2, 32--44, 10.1016/j.epsl.2007.08.022"
"55b751b7e13823bd29ba80de" "Crittenden, Max D.; Sorensen, Martin L., 1980, The Facer Formation, a new early Proterozoic unit in northern Utah, Bulletin, , , , 10.3133/b1482F"
"5b6ebadfcf58f13e577f23b6" "Agangi, Andrea; Hofmann, Axel; Eickmann, Benjamin; Marin-Carbonne, Johanna; Reddy, Steven M., 2016, An atmospheric source of S in Mesoarchaean structurally-controlled gold mineralisation of the Barberton Greenstone Belt, Precambrian Research, 285, , 10--20, 10.1016/j.precamres.2016.09.004"
"54bf7c8ee13823023e43de0d" "Shebl, M.A.; Surdam, R.C., 1996, Redox reactions in hydrocarbon clastic reservoirs: experimental validation of this mechanism for porosity enhancement, Chemical Geology, 132, 1-4, 103--117, 10.1016/S0009-2541(96)00045-9"
"5c970f0c4e85ba2e7cc06f91" "Hacifazlioglu, Hasan; Uckan, Dilara; Sahin, Musa, NA, Demineralization of Turkish Tosya lignite coal by boric acid leaching, Energy Sources, Part A: Recovery, Utilization, and Environmental Effects, 38, 18, 2777--2781, 10.1080/15567036.2015.1109008"
"54b43274e138239d868516ff" "Jackson, M.J.; Raiswell, R., 1991, Sedimentology and carbon-sulphur geochemistry of the Velkerri Formation, a mid-Proterozoic potential oil source in northern Australia, Precambrian Research, 54, 1, 81--108, 10.1016/0301-9268(91)90070-Q"
"55a687b7e13823757cc6fa49" "Alvord, Donald Clayton, 1975, Preliminary bedrock geologic maps of the Westford and Billerica quadrangles, Middlesex County, Massachusetts, Open-File Report, , , , "
"559082fde13823109f3ef045" "Kelley, K.D., 1997, Alaska resource data file; Killik River Quadrangle, Open-File Report, , , , 10.3133/ofr97266"
"54fad3c0e138239936c6d075" "Curiale, Joseph A., 1991, The petroleum geochemistry of Canadian Beaufort Tertiary “non-marine” oils, Chemical Geology, 1-2, , 21--45, 10.1016/0009-2541(91)90062-V"
"57a257d4cf58f14b3298a823" "Retallack, Gregory J., 2014, Volcanosedimentary paleoenvironments of Ediacaran fossils in Newfoundland, Geological Society of America Bulletin, 126, 5-6, 619--638, 10.1130/b30892.1"
"55c0fe96cf58f16e99a37a14" ", 2010, Goldschmidt Abstracts 2010 – A, Geochimica et Cosmochimica Acta, 74, 12, A1--A37, 10.1016/j.gca.2010.04.026"
"55a6bfaae13823757cc6fb82" "Epstein, Jack Burton, 1971, Geology of the Stroudsburg quadrangle and Adjacent areas, Pennsylvania--New Jersey, Open-File Report, , , , "
"55b6adf9e13823bd29ba7cc6" "Moore, Thomas E.; Dumoulin, Julie A., 1996, Geologic studies in Alaska by the U.S. Geological Survey, 1994, Bulletin, , , , "
"558fd861e13823109f3eec24" "Koski, Randolph A., 1979, Geology and porphyry copper-type alteration-mineralization of igneous rocks at the Christmas Mine, Gila County, Arizona, Open-File Report, , , , 10.3133/ofr79844"
"54ccce9ee138236bcc92a195" "Partridge, Michaela A.; Golding, Suzanne D.; Baublys, Kim A.; Young, Elisa, 2008, Pyrite paragenesis and multiple sulfur isotope distribution in late Archean and early Paleoproterozoic Hamersley Basin sediments, Earth and Planetary Science Letters, 272, 1-2, 41--49, 10.1016/j.epsl.2008.03.051"
"58d04a1ccf58f13d04226482" "Williams, P. J., 1998, Metalliferous economic geology of the Mt Isa Eastern Succession, Queensland, Australian Journal of Earth Sciences, 45, 3, 329--341, 10.1080/08120099808728395"
"5a2be585cf58f133a047dfcc" "Lusty, Paul A.J.; Lacinska, Alicja M.; Millar, Ian L.; Barrie, Craig D.; Boyce, Adrian J., 2017, Volcanological and environmental controls on the Snowdon mineralization, North Wales, UK: A failed volcanogenic massive sulfide system in the Avalon Zone of the British Caledonides, Ore Geology Reviews, 89, , 557--586, 10.1016/j.oregeorev.2017.06.031"
"54b541afe138239571b90a5a" "Kopaska-Merkel, David C; Haywick, Douglas W, 2001, A lone biodetrital mound in the Chesterian (Carboniferous) of Alabama?, Sedimentary Geology, 145, 3-4, 253--268, 10.1016/S0037-0738(01)00151-8"
"5d2466460b45c76caf91fccc" "McGimsey, Robert G.; Waythomas, Christopher F.; Neal, Christina A., 1994, High stand and catastrophic draining of intracaldera Surprise Lake, Aniakchak volcano, Alaska: A section in <i>Geologic studies in Alaska by the U.S. Geological Survey, 1993</i>, Bulletin, , , 59--71, 10.3133/70180217"
"558d4b07e13823109f3edd22" "Bromfield, Calvin Stanton; Williams, Frank E.; Popenoe, Peter, 1972, Mineral resources of the Wilson Mountains Primitive Area, Colorado, Bulletin, , , , "
